itemID	titleID	item_year	title	subject	taxa_identified	language	pages	BHL_upload
81836	36202	1921	Danger to fisheries from oil and tar pollution of waters.  		5	ENG	12	2009
112163	52374	1881	Report of T. B. Ferguson, commissioner of fisheries of Maryland, January 1881. 		70	ENG	324	2011
216813	124529	1869	Hydrographic sheet no. 1030, 1869	Marine invertebrates	0	ENG	1	2017
61473	21262	1935	Annual report of the Game and Fisheries Department of Ontario.  		32	ENG	510	2009
54276	15915	1890	Annual report of the Commissioners of Inland Fisheries made to the General Assembly		0	ENG	22	2009
111900	52273	1852	Fisheries Mr. Howe's report.		0	ENG	10	2011
177165	98479	1914	Hydro 5759-5774, Sept 5, 1914	Marine biology	1		101	2015
176545	98088	1902	#19 Hawaiian explorations, dr 4110 - dr 4137, hy 4609 - hy 4630, July 24th - August 1st, 1902	Marine biology	2		105	2014
60917	20909	1838	Exploring expedition. Correspondence between J. N. Reynolds and the Hon. Mahlon Dickerson, under the respective signatures of "Citizen" and "Friend to the navy," touching the South Sea surveying and exploring expedition. 		2	ENG	156	2009
81021	35701	1896	Letter from the Secretary of the Treasury, transmitting, in response to the House resolution of the 22d instant, a copy of the report of Henry W. Elliott on the condition of the fur-seal fisheries of Alaska, together with all maps and illustrations accompanying said report.		36	ENG	394	2009
199832	29659	1889	Toilers in the sea.  	Marine animals	189	ENG	408	2016
176555	98095	1885	2586 to 2629, hyd 863 to hyd 920	Marine biology	0		218	2014
176698	98210	1891	No 1, cable survey, Oct 11th 1891, Oct 13th 1891	Marine biology	1		102	2015
49645	1597	1865	Reise der österreichischen Fregatte Novara um die Erde in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair.	Marine meteorology	1204	GER	206	2009
40714	10166	1934	Half mile down	Marine animals	110	ENG	456	2009
178475	98312	1890	Annual report of the Fishery Board for Scotland.		572	ENG	750	2015
177299	98562	1906	Japanese cruise 1906, no 8	Marine biology	0		106	2015
122974	60430	1905	Travels and researches in South Africa : including a sketch of sixteen years residence in the interior of Africa, and a journey from the Cape of Good Hope to Loanda on the west coast, thence across the continent, down the River Zambesi, to the eastern ocean		208	ENG	690	2012
50355	14431	1875	Les abîmes de la mer. 	Marine animals	422	FRE	524	2009
124768	61369	1887	The United States and the northeastern fisheries a history of the fishery question		12	ENG	312	2012
176876	98330	1889	No. 11, 29th August 1889, Sept'r 1st 1889, dr 3078, hyd 1865 to 1963	Marine biology	1		205	2015
104814	49669	1904	The U. S. commission of fish and fisheries and its exhibit at the Louisiana purchase exposition, St. Louis, Mo., 1904. 		141	ENG	62	2011
176498	98058	1902	#12 Hawaiian explorations, dr 3977-3987, hy 4393-4430, June 2d - 11th, 1902	Marine biology	1		104	2014
57286	17878	1919	Report on the Chaetognatha collected by the United States fisheries steamer "Albatross" during the Philippine expedition, 1907-1910		75	ENG	64	2009
102794	47780	1931	Report of the International Ice Patrol service in the North Atlantic Ocean		19	ENG	588	2010
105666	50063	1871	Memorandum respecting the North American fisheries prepared for the information of the American commissioners who negotiated the treaty of May 8, 1871.		1	ENG	28	2011
225830	44913	1893	Wissenschaftliche Meeresuntersuchungen.	Marine animals	1408	GER	528	2017
16969	6206	1928	The Biological bulletin	Marine biology	207	ENG	530	2008
177089	98446	1881	Vol 1	Marine biology	0		90	2015
151577	79412	1872	British sea-weeds : drawn from Professor Harvey's "Phycologia Britannica"	Marine algae	397	ENG	284	2014
17414	6206	1956	The Biological bulletin	Marine biology	466	ENG	454	2008
176552	98092	1904	#7 California coast, dr 4450 to dr 4499, hy, May 11th to 19th 1904	Marine biology	2		108	2014
75972	6513	1887	Report on the scientific results of the voyage of H.M.S. Challenger during the years 1873-76 under the command of Captain George S. Nares ... and the late Captain Frank Tourle Thomson, R.N.	Marine animals	1224	ENG	576	2009
18719	2167	1892	Ergebnisse der in dem Atlantischen Ocean von Mitte Juli bis Anfang November 1889 ausgeführten Plankton-Expedition der Humboldt-Stiftung. Auf Frund von gemeinschaftlichen Untersuchungen einer Reihe von Fach-Forschern.		448	GER	150	2008
16949	6206	1938	The Biological bulletin	Marine biology	319	ENG	528	2008
218200	125494	1883	The Swedish fisheries / by F.A. Smitt.		10	ENG	24	2017
16844	1764	1910	The aquarium : its inhabitants, structure, and management	Marine aquariums	430	ENG	340	2008
247485	147038	1870	A year at the shore	Marine animals	170	ENG	424	2018
227036	131769	1957	Smithsonian-Bredin Society Islands Expedition, 1957 : Journal of Yacht Mareva	Marine biology	4	ENG	28	2017
47061	13099	1864	The West-Indian marine shells : with some remarks, a manuscript printed for circulation between collectors		856	ENG	162	2009
225794	130498	1934	Whitney South Sea expedition.		2	ENG	66	2017
45705	4684	1899	A descriptive catalogue of the Indian deep-sea fishes in the Indian Museum : being a revised account of the deep-sea fishes collected by the Royal Indian marine survey ship Investigator	Investigator (Marine survey ship)	466	ENG	250	2009
51173	14647	1908	Fishery Board for Scotland. Scientific investigations.		104	ENG	208	2009
18625	2169	1913	Résultats des campagnes scientifiques accomplies sur son yacht par Albert Ier, prince souverain de Monaco ...	Marine animals	211	FRE	112	2008
85012	37937	1878	A review of the Halifax fishery award how it strikes a private citizen		2	ENG	29	2009
122242	59941	1858	Salmon and sea-trout fisheries of Lower Canada 		6	ENG	9	2012
77792	10543	1879	Manual of conchology, structural and systematic : with illustrations of the species	Marine invertebrates	1600	ENG	404	2009
62008	21602	1913	An illustrated flora of the northern United States, Canada and the British possessions, from Newfoundland to the parallel of the southern boundary of Virginia, and from the Atlantic Ocean westward to the 102d meridian		4039	ENG	720	2009
285533	6513	1895	Report on the scientific results of the voyage of H.M.S. Challenger during the years 1873-76 under the command of Captain George S. Nares ... and the late Captain Frank Tourle Thomson, R.N.	Marine animals	3	ENG	102	2020
222081	128025	1889	Hydrographic Sheet No. 1945, 1889	Marine invertebrates	0	ENG	1	2017
86660	39065	1955	Report of meeting on ocean disposal of reactor wastes : held at Woods Hole, Mass., August 5-6, 1954		0	ENG	176	2009
177291	98556	1881	Original logbooks of the Fish Hawk, station numbers 917 to 960	Marine biology	0		92	2015
184204	103712	1819	Fuci, sive, Plantarum Fucorum generi a botanicis ascriptarum icones descriptiones et historia = Fuci, or, Colored figures and descriptions of the plants referred by botanists to the genus Fucus	Marine algae	293	ENG	300	2015
230948	134802	1865	Faune conchyliologique marine du département de la Gironde et des côtes du Sud-Ouest de la France	Marine animals	219	FRE	68	2017
177313	98576	1916	H 6554-6583-t	Marine biology	1		99	2015
109092	51354	1914	Das meer, seine erforschung und sein leben	Marine biology	188	GER	144	2011
45927	12509	1905	Développement de la sole (Solea vulgaris) : introduction à l'étude de la pisciculture marine		28	FRE	296	2009
196387	112433	1855	Some account of the marine botany of the Colony of Western Australia	Marine algae	583	ENG	106	2016
177189	98501	1909	No 8, from d 5385 to d 5430, from h 4928 to 4929	Marine biology	0		102	2015
87218	39322	1851	Report upon the fisheries of the Bay of Fundy		63	ENG	194	2009
228544	132320	1731	Histoire de l'Isle espagnole ou de S. Domingue : ecrite particulierement sur des memoires manuscrits du P. Jean-Baptiste le Pers, jesuite, missionnaire à Saint Domingue, & sur les pieces originales, qui se conservent au Dépôt de la marine		51	FRE	628	2017
40696	10077	1920	Report of the United States Commissioner of Fisheries for the fiscal year ... with appendixes		384	ENG	670	2009
157014	82673	1910	Marine isopods collected in the Philippines by the U.S. fisheries steamer Albatross in 1907-08.		625	ENG	576	2014
73125	29697	1887	A pocket list of British marine Mollusca		505	ENG	102	2009
216778	124511	1871	Hydrographic sheet no. 1097, 1871	Marine invertebrates	0	ENG	1	2017
31696	2169	1896	Résultats des campagnes scientifiques accomplies sur son yacht par Albert Ier, prince souverain de Monaco ...	Marine animals	458	FRE	244	2008
15536	940	1913	An illustrated flora of the northern United States, Canada and the British possessions : from Newfoundland to the parallel of the southern boundary of Virginia, and from the Atlantic Ocean westward to the 102d meridian		3185	ENG	654	2008
29981	15915	1914	Annual report of the Commissioners of Inland Fisheries made to the General Assembly		21	ENG	48	2008
177320	98582	1882	Copy a, stations 1078 to 1121	Marine invertebrates	0		91	2015
216781	124514	1868	Hydrographic sheet no. [9??], 1868	Marine invertebrates	0	ENG	1	2017
222579	128446	1913	Hydrographic Sheet, Accession No. 68425, 1913	Marine invertebrates	0	ENG	1	2017
49396	13678	1914	Contributions to Canadian biology.	Marine biology	151	ENG	222	2009
177060	98437	1914	Hydro 5661-5709, Aug 31 - Sept 2, 1914	Marine biology	2		102	2015
126629	62259	1907	Special reports ... 1907 	Marine fishes	17	ENG	42	2012
95795	6206	1899	The Biological bulletin	Marine biology	302	ENG	448	2010
101035	46706	1958	A study of the types, seasons of attachment, and growth of fouling organisms in the approaches to Norfolk, Virginia / William E. Maloney.  	Marine animals	17	ENG	54	2010
103540	48801	1871	Hidden treasures, or, Fisheries around the North-west coast 		13	ENG	128	2010
102163	47560	1960	Tongue of the ocean research experiment		0	ENG	148	2010
105050	69635	1913	The scientific and economic aspects of the Cornish pilchard fishery.	Marine plankton	60	ENG	36	2011
78306	33651	1872	The ocean world : being a description of the sea and some of its inhabitants	Marine animals	977	ENG	672	2009
176790	98284	1906	Japanese cruise # 3	Marine biology	2		107	2015
43958	11610	1850	Contributions to the natural history of the Acalephae of North America.	Marine animals	103	ENG	216	2009
177292	98557	1908	No 5, from d 5259 to d 5303	Marine biology	2		103	2015
177087	98444	1882	U.S. Fish Comm dredging records, nos 1122-1149	Marine invertebrates	0		85	2015
56081	16948	1821	A voyage of discovery,  into the South Sea and Beering's straits, for the purpose of exploring a north-east passage, undertaken in the years 1815-1818, at the expense of His Highness ... Count Romanzoff, in the ship Rurick, under the command of the lieutenant in the Russian imperial navy, Otto von Kotzebue.		22	ENG	392	2009
58764	19054	1893	Horses' teeth: a treatise on their mode of development, anatomy, microscopy, pathology, and dentistry; compared with the teeth of many other land and marine animals, both living and extinct ; with a vocabulary and copious extracts from the works of odontologists and veterinarians.		118	ENG	348	2009
207293	2168	1886	Den Norske Nordhavs-expedition, 1876-1878	Marine animals	451	NOR	110	2016
18618	2171	1908	Wissenschaftliche Ergebnisse der Deutschen Tiefsee-Expedition auf dem Dampfer "Valdivia" 1898-1899	Marine animals	431	GER	354	2008
222589	128455	1873	Hydrographic sheet no. 1298, 1873-1874	Marine invertebrates	0	ENG	1	2017
18697	2167	1892	Ergebnisse der in dem Atlantischen Ocean von Mitte Juli bis Anfang November 1889 ausgeführten Plankton-Expedition der Humboldt-Stiftung. Auf Frund von gemeinschaftlichen Untersuchungen einer Reihe von Fach-Forschern.		77	GER	82	2008
218145	125470	1878	Hydrographic sheet no. 1404, 1878	Marine invertebrates	0	ENG	1	2017
115818	54844	1887	The fisheries and fishery industries of the United States. Prepared through the co-operation of the commissioner of fisheries and the superintendent of the tenth census		344	ENG	592	2012
25650	41526	1904	The Panamic deep sea Echini /  by Alexander Agassiz.		348	ENG	266	2008
220218	127064	1879	Hydrographic sheet, no. 1435, 1879	Marine invertebrates	0	ENG	1	2017
216319	124160	1857	Hydrographic sheet, off shore, 1857	Marine invertebrates	0	ENG	4	2017
97982	45137	1912	Final report of the Ontario Game and Fisheries Commission, 1909-1911. --  		11	ENG	388	2010
181107	101480	1848	Sea Moss gathered in the Bay of New York by Mrs. Mary L. Seward		0	ENG	78	2015
99708	45888	1947	Commercial fisheries review.		2	ENG	14	2010
76616	22587	1912	North Atlantic coast fisheries. Proceedings in the North Atlantic coast fisheries arbitration before the Permanent Court of Arbitration at the Hague.  Under the provisions of the general treaty of arbitration of April 4, 1908, and the special agreement of January 27, 1909, between the United States of America and Great Britain. (In twelve volumes) ...		30	ENG	704	2009
216033	45888	1946	Commercial fisheries review.		30	ENG	78	2017
241035	142295	1924	Waldo L. Schmitt Papers : field notes, Tortugas, July 15-August 26, 1924 [transcript].	Marine biology	86	ENG	53	2017
86667	39072	1958	A report to the National Academy of Sciences-National Research Council, Committee on Oceanography from a sub-committee of the Committee on Effects of Atomic Radiation on Oceanography and Fisheries concerning the feasibility of the disposal of low level radioactive wastes into the inshore waters of the Atlantic and Gulf Coasts of the United States. 	Marine biology	1	ENG	230	2009
