itemID	titleID	item_year	title	subject	taxa_identified	language	pages	BHL_upload
120424	58875	1878	Description de la faune de la mollasse marine et d'eau douce du Lyonnais et du Dauphiné		857	FRE	316	2012
17176	6206	1958	The Biological bulletin	Marine biology	447	ENG	432	2008
72916	18133	1878	Narrative of a voyage to the Polar Sea during 1875-76 in H.M. ships 'Alert' and 'Discovery'		835	ENG	450	2009
17415	6206	1953	The Biological bulletin	Marine biology	369	ENG	494	2008
17070	6206	1904	The Biological bulletin	Marine biology	168	ENG	324	2008
51502	14911	1889	A synonymic catalogue of the recent marine Bryozoa : including fossil synonyms / by E. C. Jelly.		3202	ENG	344	2009
75245	31356	1872	Half-hours at the sea-side; or, Recreations with marine objects	Marine animals	321	ENG	280	2009
123952	50708	1955	Atoll research bulletin.	Marine biology	1535	ENG	540	2012
20484	2656	1909	The birds of the Leeward islands, Caribbean sea		223	ENG	78	2008
124912	61441	1848	Ocean und Mittelmeer : Reisebriefe	Marine biology	5	GER	256	2012
63090	22523	1910	Alongshore, where man and the sea face one another. With illus. by Melville Mackay.		5	ENG	374	2009
220626	127373	1881	Hydrographic sheet, no. 1497, 1881	Marine invertebrates	0	ENG	1	2017
54421	15915	1874	Annual report of the Commissioners of Inland Fisheries made to the General Assembly		1	ENG	14	2009
44079	11676	1884	Om Limfjordens tidligere og nuværende marine fauna, med særligt hensyn til bløddyraunaen.	Marine animals	581	DAN	178	2009
23408	4488	1959	Subcellular particles; a symposium held during the meeting of the Society of General Physiologists at the Marine Biological Laboratory, Woods Hole, Massachusetts, June 9-11, 1958. 		33	ENG	232	2008
176791	98285	1906	Japanese expedition 1906, book no 4	Marine biology	0		107	2015
86932	39210	1953	Sediments of the Atlantic Ocean	Marine sediments	43	ENG	88	2009
221205	127628	1882	Hydrographic sheet, no. 1558, 1882-1883	Marine invertebrates	0	ENG	6	2017
245568	145696	1957	Smithsonian-Bredin Society Islands Expedition, 1957 : photographs	Marine biology	0	ENG	27	2018
176578	98113	1902	#20 Hawaiian explorations, dr 4138 - dr 4161, hy 4631 - hy 4656, August 1st - 7th, 1902	Marine biology	0		106	2014
108900	51153	1938	Report of the Department of Fisheries of the Commonwealth of Pennsylvania. 		182	ENG	78	2011
222709	128517	1890	Hydrographic Sheet No. 2041, 1890	Marine invertebrates	0	ENG	1	2017
229748	133870	1852	Catalogue of British marine recent shells.		570	ENG	56	2017
194235	6513	1895	Report on the scientific results of the voyage of H.M.S. Challenger during the years 1873-76 under the command of Captain George S. Nares ... and the late Captain Frank Tourle Thomson, R.N.	Marine animals	7104	ENG	1046	2016
43155	11322	1914	Report on the scientific results of the "Michael Sars" north Atlantic deep-sea expedition 1910, carried out under the auspices of the Norwegian government and the superintendence of Sir John Murray, K.C.B., and Dr. Johan Hjort ... 	Marine biology	27	ENG	246	2009
177828	98312	1897	Annual report of the Fishery Board for Scotland.		729	ENG	422	2015
108892	51153	1913	Report of the Department of Fisheries of the Commonwealth of Pennsylvania. 		93	ENG	104	2011
177054	98434	1909	No 14, d 5655 - d 5672, last of PI cruise 1910	Marine biology	1		102	2015
50378	14452	1890	Glaucus, or, The wonders of the shore	Marine animals	265	ENG	336	2009
73632	30062	1853	Synopsis of the marine Invertebrata of Grand Manan: or the region about the mouth of the Bay of Fundy, New Brunswick.	Marine animals	628	ENG	82	2009
222698	44913	1871	Wissenschaftliche Meeresuntersuchungen.	Marine animals	1087	GER	208	2017
18345	6513	1888	Report on the scientific results of the voyage of H.M.S. Challenger during the years 1873-76 under the command of Captain George S. Nares ... and the late Captain Frank Tourle Thomson, R.N.	Marine animals	2437	ENG	912	2008
216774	124508	1872	Hydrographic sheet no. 1139, 1872	Marine invertebrates	0	ENG	1	2017
29749	15915	1897	Annual report of the Commissioners of Inland Fisheries made to the General Assembly		0	ENG	36	2008
15982	1185	1884	The history of Dutch sea fisheries: their progress, decline and revival, especially in connection with the legislation on fisheries in earlier and later times		10	ENG	314	2008
176715	98227	1893	Aug 22nd 1893, dr 3546 to 3561, hyd 3405 to 3436	Marine biology	1		103	2015
96295	44339	1871	Report on a deep sea dredging expedition to the Gulf of St. Lawrence	Marine biology	51	ENG	19	2010
44353	11627	1908	Marine investigations in South Africa	Marine biology	262	ENG	256	2009
56083	16948	1821	A voyage of discovery,  into the South Sea and Beering's straits, for the purpose of exploring a north-east passage, undertaken in the years 1815-1818, at the expense of His Highness ... Count Romanzoff, in the ship Rurick, under the command of the lieutenant in the Russian imperial navy, Otto von Kotzebue.		346	ENG	462	2009
218132	125461	1878	Hydrographic sheet no. 1383, 1878	Marine invertebrates	0	ENG	1	2017
216401	124201	1873	Hydrographic sheet no. 1195, 1873	Marine invertebrates	0	ENG	1	2017
239469	141193	1850	William H. Harvey and John Torrey correspondence, 1850	Manual of the British marine algae	0	ENG	4	2017
176569	98106	1903	#2 Alaska, 1903, dr 4218-4245, hy 4743-4762, July 1 - 11, 1903	Marine biology	1		105	2014
267648	159683	1938	Atlas of climatic charts of the oceans	Marine meteorology	1	ENG	78	2019
50971	14699	1910	Wissenschaftliche Meersuntersuchungen.	Marine biology	30	GER	276	2009
44695	11961	1909	A monograph of the sea snakes (Hydrophiinae).  		150	ENG	100	2009
218047	125406	1877	Hydrographic sheet no. 1372, 1877-1879	Marine invertebrates	0	ENG	1	2017
130433	64267	1889	Nuove alghe del viaggio di circumnavigazione della "Vettor Pisani" : memoria	Marine algae	353	ITA	62	2013
268675	11139	1860	Reports of explorations and surveys, to ascertain the most practicable and economical route for a railroad from the Mississippi River to the Pacific Ocean		3075	ENG	600	2019
237528	139743	1855	Reports of explorations and surveys : to ascertain the most practicable and economical route for a railroad from the Mississippi River to the Pacific Ocean		168	ENG	662	2017
115052	54463	1909	Report to the government of Baroda on the marine zoology of Okhamandal in Kattiawar	Marine animals	159	ENG	208	2012
295798	180627	1929	Carnegie copepods, station data, stations #85-129	Marine biology	154	ENG	62	2021
118543	57560	1892	Along the Florida reef. 	Marine animals	41	ENG	300	2012
88759	39879	1876	Report of the Council of the Royal Colonial Institute on the Newfoundland fishery questions November, 1875. 		3	ENG	40	2010
255825	1322	1868	A history of the British hydroid zoophytes.	Marine animals	144	ENG	282	2018
118653	11688	1874	Report upon the invertebrate animals of Vineyard Sound and adjacent waters, with an account of the physical features of the region	Marine invertebrates	1826	ENG	648	2012
137908	69318	1909	The marine algae of Denmark; contributions to their natural history.		469	ENG	320	2013
99635	45888	1952	Commercial fisheries review.		15	ENG	64	2010
48538	98313	1888	Expéditions scientifiques du Travailleur et du Talisman pendant les années 1880, 1881, 1882, 1883	Marine animals	496	FRE	482	2009
17391	6206	1952	The Biological bulletin	Marine biology	474	ENG	498	2008
15731	1068	1901	Nordisches Plankton ; zoologischer teil	Marine plankton	1509	GER	742	2008
18716	2167	1892	Ergebnisse der in dem Atlantischen Ocean von Mitte Juli bis Anfang November 1889 ausgeführten Plankton-Expedition der Humboldt-Stiftung. Auf Frund von gemeinschaftlichen Untersuchungen einer Reihe von Fach-Forschern.		151	GER	132	2008
156173	8245	1912	L.M.B.C. memoirs on typical British marine plants and animals	Marine biology	83	ENG	154	2014
35372	8580	1875	Catalogue of marine Polyzoa in the ... British Museum		243	ENG	134	2008
185598	104750	1818	Instruction pour les voyageurs et pour les employés dans les colonies sur la manière de recueillir, de conserver et d'envoyer les objets d'histoire naturelle : rédigée sur l'invitation de Son Excellence le Ministre de la marine et des colonies		6	FRE	60	2015
108100	50937	1888	The Fisheries Treaty speech of Hon. Henry M. Teller, of Colorado, in the Senate of the United States, July 21, 1888.		5	ENG	60	2011
18685	2169	1905	Résultats des campagnes scientifiques accomplies sur son yacht par Albert Ier, prince souverain de Monaco ...	Marine animals	103	FRE	152	2008
18708	2167	1892	Ergebnisse der in dem Atlantischen Ocean von Mitte Juli bis Anfang November 1889 ausgeführten Plankton-Expedition der Humboldt-Stiftung. Auf Frund von gemeinschaftlichen Untersuchungen einer Reihe von Fach-Forschern.		42	GER	100	2008
117973	57102	1901	The sea-beach at ebb-tide; a guide to the study of the seaweeds and the lower animal life found between tidemarks.	Marine plants	1715	ENG	622	2012
209143	119694	1882	Ferns of the West, containing descriptions of all the ferns known to exist in the West, from Nebraska to the Pacific ocean and from Mexico to South [i.e. British] America; also a full account of the structure of ferns, their mode of growth, habits and distribution.		51	ENG	46	2016
227106	131820	1957	Smithsonian-Bredin Society Islands Expedition, 1957 : list of soil samples collected	Marine biology	1	ENG	2	2017
37324	9064	1904	Journal of the Marine Biological Association of the United Kingdom.	Faune marine	2391	ENG	584	2008
77298	32914	1887	On some marine Invertebrata dredged or otherwise collected by Dr. G.M. Dawson, in 1885, on the coast of British Columbia; with a supplementary list of a few land and fresh water shells, fishes, birds, etc., from the same region	Marine fauna	405	ENG	36	2009
216805	124522	1872	Hydrographic sheet no. 1149, 1872	Marine invertebrates	0	ENG	1	2017
100353	46405	1887	Correspondence relative to the North American fisheries 1884-86. 		10	ENG	205	2010
194253	6513	1885	Report on the scientific results of the voyage of H.M.S. Challenger during the years 1873-76 under the command of Captain George S. Nares ... and the late Captain Frank Tourle Thomson, R.N.	Marine animals	2253	ENG	716	2016
259126	16061	1834	The conchologist's companion	Marine animals	116	ENG	230	2018
40390	10077	1939	Report of the United States Commissioner of Fisheries for the fiscal year ... with appendixes		429	ENG	1336	2008
268851	11139	1857	Reports of explorations and surveys, to ascertain the most practicable and economical route for a railroad from the Mississippi River to the Pacific Ocean		505	ENG	580	2019
43372	11406	1865	Synonymy of the species of Strepomatidae (melanians) of the United States; with critical observations on their affinities, and descriptions of land, fresh water and marine Mollusca.		587	ENG	118	2009
80561	35347	1910	Introduction of American fishes into New Zealand. From Bulletin of the Bureau of fisheries, volume XXVIII, 1908. Proceedings of the Fourth International fishery congress. Washington, 1908. 		16	ENG	20	2009
46673	15915	1902	Annual report of the Commissioners of Inland Fisheries made to the General Assembly		6	ENG	108	2009
59490	19664	1918	Landology : a text book of the land situation. 	Marinette County (Wis.)	0	ENG	86	2009
17433	6206	1959	The Biological bulletin	Marine biology	641	ENG	538	2008
81339	10631	1894	Crustacea caspia : contributions to the knowledge of the carcinological fauna of the Caspian Sea / by G.O. Sars. 		114	ENG	292	2009
122380	6513	1887	Report on the scientific results of the voyage of H.M.S. Challenger during the years 1873-76 under the command of Captain George S. Nares ... and the late Captain Frank Tourle Thomson, R.N.	Marine animals	1246	ENG	580	2012
25319	39786	1897	Reports on the results of dredging under the supervision of Alexander Agassiz in the Gulf of Mexico (1877-78), in the Caribbean Sea (1878-79), and along the Atlantic Coast of the United States (1880) by the U.S. Coast Survey steamer "Blake".		109	FRE	178	2008
16528	1572	1893	The fauna of the deep sea	Marine animals	249	ENG	196	2008
218128	125457	1877	Hydrographic sheet no. 1371, 1877	Marine invertebrates	0	ENG	2	2017
116089	55414	1867	Angling: a practical guide to bottom fishing, trolling, spinning, and fly-fishing. With a chapter on sea fishing.		7	ENG	202	2012
56256	17083	1868	On the pollution of the rivers of the kingdom : the enormous magnitude of the evil, and the urgent necessity in the interest of the public health & the fisheries for its suppression by immediate legislative enactment. 		2	ENG	68	2009
216343	124174	1856	Hydrographic sheet no. 554, 1856	Marine invertebrates	0	ENG	1	2017
67125	4963	1894	Biological lectures delivered at the Marine Biological Laboratory of Wood's Holl [sic].		101	ENG	312	2009
53881	15917	1920	Transactions of the American Fisheries Society		157	ENG	464	2009
113886	53620	1885	List of marine fauna collected at the Tarbert Laboratory during 1885. 	Marine animals	1472	ENG	416	2011
82323	33985	1872	Transactions - American Fisheries Society.  		11	ENG	80	2009
225735	130498	1932	Whitney South Sea expedition.		3	ENG	114	2017
136775	68646	1905	Saggio di algologia oceanica. 	Marine algae	963	ITA	544	2013
16883	1790	1899	A first lesson in natural history.	Marine animals	28	ENG	72	2008
113769	53544	1887	Sea and land an illustrated history of the wonderful and curious things of nature existing before and since the deluge ... : being a natural history of the sea illustrated by stirring adventures with whales ... : also a natural history of land-creatures such as lions, ... : to which is appended a description of the cannibals and wild races of the world, their customs, habits, ferocity and curious ways		110	ENG	833	2011
53867	15921	1900	Die Meeressäugetiere.  	Marine animals	109	GER	104	2009
105945	2169	1913	Résultats des campagnes scientifiques accomplies sur son yacht par Albert Ier, prince souverain de Monaco ...	Marine animals	72	FRE	240	2011
16903	6206	1926	The Biological bulletin	Marine biology	411	ENG	518	2008
286823	173727	1904	Creatures of the sea : being the life stories of some sea birds, beasts, and fishes	Marine animals	87	ENG	534	2020
256085	35306	1849	The sea-side book : being an introduction to the natural history of the British coasts	Marine biology	330	ENG	280	2018
70551	27992	1889	Catalogue of the marine Algae of the West Indian region.  		580	ENG	60	2009
48605	13788	1904	Ryby vostochnykh morei Rossiiskoi imperii = Pisces marium orientalium imperii rossici	Marine fishes	0	RUS	508	2009
55344	16345	1953	The Collecting net.	Marine biology	22	ENG	28	2009
68769	8279	1906	An account of the alcyonarians collected by the Royal Indian marine survey ship Investigator in the Indian Ocean		286	ENG	194	2009
53582	15832	1921	Papers from the Tortugas Laboratory of the Carnegie Institution of Washington.	Marine biology	168	ENG	188	2009
54963	16260	1883	The whale fishery and its appliances		25	ENG	120	2009
247578	147068	1880	The ocean		134	ENG	392	2018
85365	37868	1917	Rapports et procès-verbaux des réunions	Marine biology	1	FRE	24	2009
221168	127609	1883	Hydrographic sheet, no. 1573, 1883-1884	Marine invertebrates	0	ENG	1	2017
54090	15917	1910	Transactions of the American Fisheries Society		84	ENG	518	2009
16315	6513	1885	Report on the scientific results of the voyage of H.M.S. Challenger during the years 1873-76 under the command of Captain George S. Nares ... and the late Captain Frank Tourle Thomson, R.N.	Marine animals	1332	ENG	886	2008
182219	102081	1896	An illustrated flora of the northern United States, Canada and the British possessions from Newfoundland to the parallel of the southern boundary of Virginia, and from the Atlantic ocean westward to the 102d meridian		2447	ENG	632	2015
31480	2167	1895	Ergebnisse der in dem Atlantischen Ocean von Mitte Juli bis Anfang November 1889 ausgeführten Plankton-Expedition der Humboldt-Stiftung. Auf Frund von gemeinschaftlichen Untersuchungen einer Reihe von Fach-Forschern.		116	GER	240	2008
125030	61515	1863	A lecture on the decline of the fisheries and what the lecturer considers to be the chief causes of that decline 		1	ENG	43	2012
40695	10077	1934	Report of the United States Commissioner of Fisheries for the fiscal year ... with appendixes		104	ENG	524	2009
194597	6513	1886	Report on the scientific results of the voyage of H.M.S. Challenger during the years 1873-76 under the command of Captain George S. Nares ... and the late Captain Frank Tourle Thomson, R.N.	Marine animals	1074	ENG	1000	2016
177140	98461	1914	Oregon coast #2, May 3 - May 5, 1914, hydro 5415-5464	Marine biology	1		102	2015
242426	143229	1937	National Museum of Natural History (U.S.) Pacific Ocean Biological Survey Program, 1961-1973 : Pacific Islands clippings.		10	ENG	15	2017
47282	12914	1898	Forschungsberichte aus der Biologischen Station zu Plön.	Marine biology	1019	GER	258	2009
55222	16345	1929	The Collecting net.	Marine biology	136	ENG	204	2009
99282	45888	1949	Commercial fisheries review.		26	ENG	96	2010
176996	98396	1903	Original logbooks of the "Fish Hawk" United States Fish Commission station numbers, yr 1903, 7446 to 7495	Marine biology	1		101	2015
23859	4747	1845	A history of the British freshwater Algæ, including descriptions of the Desmideæ and Diatomaceæ ...	Marine algae	775	ENG	488	2008
222264	14699	1898	Wissenschaftliche Meersuntersuchungen.	Marine biology	36	GER	100	2017
176541	98085	1890	No. 17, May 30th 1890, June 24th 1890, dr 3228 to 3262, hyd 2317 to 2385	Marine biology	1		207	2014
100929	46533	1949	Fishery statistics of the United States		239	ENG	304	2010
95716	43423	1919	Treubia	Marine biology	628	ENG	552	2010
85412	38166	1928	Measurement of salinity of sea water		0	ENG	34	2009
40704	10077	1924	Report of the United States Commissioner of Fisheries for the fiscal year ... with appendixes		334	ENG	842	2009
221368	127706	1883	Hydrographic sheet, no. 1586, 1883-1884	Marine invertebrates	0	ENG	1	2017
18379	6513	1882	Report on the scientific results of the voyage of H.M.S. Challenger during the years 1873-76 under the command of Captain George S. Nares ... and the late Captain Frank Tourle Thomson, R.N.	Marine animals	1022	ENG	718	2008
215893	123719	1932	Whitney South Sea Expedition.		221	ENG	794	2017
27614	4813	1898	Seal and salmon fisheries and general resources of Alaska.  		46	ENG	546	2008
160594	84377	1735	A journey over land, from the Gulf of Honduras to the great South-Sea	mariner	17	ENG	376	2014
25645	49348	1936	The Alcyonaria of the western part of the Atlantic ocean /  by Elisabeth Deichmann.		822	ENG	488	2008
123747	50708	1960	Atoll research bulletin.	Marine biology	723	ENG	774	2012
42959	11240	1861	Publications of Isaac Lea on recent conchology : extracted from A list of American writers on recent conchology	Contributions in marine biology	23	ENG	18	2009
176729	98241	1891	No 3, cable survey, # 98 Oct 18th 1891, #145 Nov 9th 1891	Marine biology	1		101	2015
18723	2167	1892	Ergebnisse der in dem Atlantischen Ocean von Mitte Juli bis Anfang November 1889 ausgeführten Plankton-Expedition der Humboldt-Stiftung. Auf Frund von gemeinschaftlichen Untersuchungen einer Reihe von Fach-Forschern.		71	GER	64	2008
18692	2169	1892	Résultats des campagnes scientifiques accomplies sur son yacht par Albert Ier, prince souverain de Monaco ...	Marine animals	84	FRE	64	2008
128758	63250	1868	The fishery question ; or, American rights in Canadian waters. 		2	ENG	22	2013
69527	27116	1808	Abridged narrative of travels through the interior of South America from the shores of the Pacific Ocean to the coasts of Brazil and Guyana, descending the river of Amazons		254	ENG	916	2009
218048	125407	1876	Hydrographic sheet no. 1373, 1876-1877	Marine invertebrates	0	ENG	1	2017
103553	48806	1850	Report on the sea and river fisheries of New Brunswick within the Gulf of Saint Lawrence and Bay of Chaleur 		12	ENG	144	2010
241460	142611	1930	Waldo L. Schmitt Papers : field notes, Tortugas, 1930-1931, June 15-August 8, 1932.	Marine biology	0	ENG	47	2017
46035	6513	1883	Report on the scientific results of the voyage of H.M.S. Challenger during the years 1873-76 under the command of Captain George S. Nares ... and the late Captain Frank Tourle Thomson, R.N.	Marine animals	74	ENG	106	2009
56360	17153	1850	The whaleman's adventures in the southern ocean		22	ENG	358	2009
18730	2169	1889	Résultats des campagnes scientifiques accomplies sur son yacht par Albert Ier, prince souverain de Monaco ...	Marine animals	762	FRE	137	2008
136773	175054	1906	Ceylon marine biological reports	Marine biology	101	ENG	74	2013
41993	10779	1916	Checklist of the recent bivalve mollusks (Pelecypoda) of the northwest coast of America from the Polar Sea to San Diego, California.		639	ENG	62	2009
122489	6513	1887	Report on the scientific results of the voyage of H.M.S. Challenger during the years 1873-76 under the command of Captain George S. Nares ... and the late Captain Frank Tourle Thomson, R.N.	Marine animals	1220	ENG	586	2012
23900	4760	1861	Zoologische Beiträge gesammelt im Winter 1859/60 in Neapel und Messina	Marine animals	190	GER	158	2008
215879	123743	1792	Rapport fait a l'Assemblée nationale, au nom des Comités des domaines, d'agriculture, de commerce, de marine et de finances, réunis, par P. Juéry, député du département de l'Oise, sur la question de l'aliénation des forêts nationales : imprimé par ordre de l'Assemblée nationale.		2	FRE	24	2016
225400	130498	1931	Whitney South Sea expedition.		4	ENG	64	2017
82347	33985	1872	Transactions - American Fisheries Society.  		93	ENG	144	2009
45708	6513	1889	Report on the scientific results of the voyage of H.M.S. Challenger during the years 1873-76 under the command of Captain George S. Nares ... and the late Captain Frank Tourle Thomson, R.N.	Marine animals	757	ENG	602	2009
42066	10289	1916	Report of the Dove Marine Laboratory		23	ENG	74	2009
93001	42474	1884	Horses' teeth : a treatise on their mode of development, anatomy, microscopy, pathology, and dentistry, compared with the teeth of many other land and marine animals, both living and extinct : with a vocabulary and copious extracts from the works of odontologists and veterinarians		95	ENG	336	2010
48727	13835	1908	Report on the marine fishes collected by Mr. J. Stanley Gardiner in the Indian Ocean		205	ENG	78	2009
40707	10077	1921	Report of the United States Commissioner of Fisheries for the fiscal year ... with appendixes		336	ENG	828	2009
86902	39188	1956	Sea surface temperatures of the North Atlantic, 1887-1936.  		0	ENG	138	2009
35044	8245	1901	L.M.B.C. memoirs on typical British marine plants and animals	Marine biology	42	ENG	82	2008
127978	62865	1904	The palæochemistry of the ocean in relation to animal and vegetable protoplasm 		7	ENG	37	2013
148631	77521	1866	Report on the geology and mineralogy of the south-eastern district of the colony of South Australia; on, that country lying between the River Murray, the 141st meridian of longitude, and the sea		0	ENG	52	2014
35041	8245	1899	L.M.B.C. memoirs on typical British marine plants and animals	Marine biology	65	ENG	78	2008
240458	141863	1902	Marine algae of the Faeröes	Marine algae	525	ENG	208	2017
93271	42585	1893	Horses' teeth: a treatise on their mode of development, anatomy, microscopy, pathology, and dentistry; compared with the teeth of many other land and marine animals, both living and extinct ; with a vocabulary and copious extracts from the works of odontologists and veterinarians.		119	ENG	348	2010
219728	126710	1920	Whitney South Sea Expedition.		24	ENG	378	2017
18338	6513	1884	Report on the scientific results of the voyage of H.M.S. Challenger during the years 1873-76 under the command of Captain George S. Nares ... and the late Captain Frank Tourle Thomson, R.N.	Marine animals	713	ENG	1000	2008
40435	10118	1785	Memorie per servire alla storia de' polipi marini	Marine biology	36	ITA	132	2009
156687	98313	1894	Expéditions scientifiques du Travailleur et du Talisman pendant les années 1880, 1881, 1882, 1883	Marine animals	408	FRE	504	2014
99542	45888	1952	Commercial fisheries review.		13	ENG	70	2010
99725	45888	1951	Commercial fisheries review.		30	ENG	66	2010
178761	99771	1911	Fisheries of the United States, 1908		153	ENG	171	2015
182163	102081	1896	An illustrated flora of the northern United States, Canada and the British possessions from Newfoundland to the parallel of the southern boundary of Virginia, and from the Atlantic ocean westward to the 102d meridian		2773	ENG	658	2015
46778	12972	1877	Thalassa; an essay on the depth, temperature, and currents of the ocean		12	ENG	212	2009
18329	2035	1903	Report to the government of Ceylon on the pearl oyster fisheries of the gulf of Manaar	Marine biology	1320		380	2008
65888	24537	1912	Sea fisheries, their treasures and toilers		61	ENG	376	2009
40677	10077	1929	Report of the United States Commissioner of Fisheries for the fiscal year ... with appendixes		219	ENG	592	2009
222893	128585	1889	Hydrographic Sheet No. 1905, 1889	Marine invertebrates	0	ENG	1	2017
57579	18132	1887	The fishery question, its origin, history and present situation, with a map of the Anglo-American fishing grounds and a short bibliography. 		14	ENG	106	2009
178036	99166	1882	Copy dredgings by U.S.F.C. str Fish Hawk in Chesapeake Bay, Feby. and March, 1882, 1050 to 1077	Marine biology	1		100	2015
216386	124193	1872	Hydrographic sheet no. 1150, 1872	Marine invertebrates	0	ENG	1	2017
37392	9064	1897	Journal of the Marine Biological Association of the United Kingdom.	Faune marine	1049	ENG	604	2008
177957	99095	1881	U.S. Fish Comm records, nos 1029-1049, 1881	Marine biology	0		90	2015
20104	1597	1864	Reise der österreichischen Fregatte Novara um die Erde in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair.	Marine meteorology	1215	GER	570	2008
16568	1597	1864	Reise der österreichischen Fregatte Novara um die Erde in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair.	Marine meteorology	1269	GER	403	2008
41856	10289	1922	Report of the Dove Marine Laboratory		27	ENG	130	2009
43973	8279	1906	An account of the alcyonarians collected by the Royal Indian marine survey ship Investigator in the Indian Ocean		286	ENG	206	2009
234973	79360	1859	The natural history of the European seas. By the late Prof. Edw. Forbes...	Marine animals	904	ENG	346	2017
236291	78827	1856	A handbook to the marine aquarium : containing practical instructions for constructing, stocking, and maintaining a tank, and for collecting plants and animals.	Marine aquariums	169	ENG	76	2017
29026	6535	1958	Type specimens of marine mollusca described by P. P. Carpenter from the west coast (San Diego to British Columbia)  		2010	ENG	430	2008
28978	6513	1887	Report on the scientific results of the voyage of H.M.S. Challenger during the years 1873-76 under the command of Captain George S. Nares ... and the late Captain Frank Tourle Thomson, R.N.	Marine animals	187	ENG	434	2008
130537	64350	1904	Botanische Exkursionen im Golfe von Neapel	Marine algae	89	GER	68	2013
16908	6206	1917	The Biological bulletin	Marine biology	218	ENG	526	2008
130435	64236	1846	Phycologia britannica, or, A History of British sea-weeds, containing coloured figures, generic and specific characters, synonymes, and descriptions of all the species of algae inhabiting the shores of the British Islands	Marine algae	370	ENG	366	2013
43965	11617	1912	The crinoids of the Indian Ocean		1146	ENG	348	2009
48420	98313	1888	Expéditions scientifiques du Travailleur et du Talisman pendant les années 1880, 1881, 1882, 1883	Marine animals	458	FRE	484	2009
79702	34680	1917	Report of fisheries and fish cultural conditions on the eastern shore of Maryland, 1917.  		9	ENG	36	2009
241582	142681	1925	Waldo L. Schmitt Papers : field notes, Tortugas, May 30-June 27, 1925.	Marine biology	0	ENG	34	2017
264352	157733	1859	Glaucus : or, The wonders of the shore	Marine animals	213	ENG	270	2019
85936	38625	1898	Seal and salmon fisheries and general resources of Alaska  		40	ENG	506	2009
70331	27795	1868	The salmon fisheries of England, 1868, from authentic information obtained for the House of commons, to which is added valuable and exclusive information, extracted from the reports of the commissioners of fisheries in France, America, Norway, & Russia		14	ENG	126	2009
122271	59967	1955	Bibliography of marine geology and oceanography, California coast.	Submarine geology	69	ENG	172	2012
43971	11621	1913	Hydroidpolypen der Japanischen Ostküste. ... II. Teil: Campanularidae, Halecidae, Lafoeidae, Campanulinidae und Sertularidae, nebst ergänzungen zu den Athecata und Plumularidae.	Marine algae	585	GER	178	2009
38412	9502	1947	Fishery leaflet		33	ENG	88	2008
15642	989	1887	The fisheries and fishery industries of the United States.		149	ENG	842	2008
106313	2169	1920	Résultats des campagnes scientifiques accomplies sur son yacht par Albert Ier, prince souverain de Monaco ...	Marine animals	209	FRE	214	2011
47222	12914	1895	Forschungsberichte aus der Biologischen Station zu Plön.	Marine biology	537	GER	242	2009
43804	11527	1761	De quibusdam animalibus marinis, eorumque proprietatibus, orbi litterario vel nondum vel minus notis, liber : cum nonnullis tabulis aeri incisis, ab auctore super vivis animalibus delineatis	Marine animals	116	LAT	224	2009
30761	6515	1903	The principal navigations, voyages, traffiques & discoveries of the English nation made by sea or over-land to the remote and farthest distant quarters of the earth at any time within the compasse of these 1600 yeeres		247	ENG	460	2008
225416	130498	1932	Whitney South Sea expedition.		3	ENG	58	2017
55288	16345	1934	The Collecting net.	Marine biology	156	ENG	246	2009
174412	6513	1889	Report on the scientific results of the voyage of H.M.S. Challenger during the years 1873-76 under the command of Captain George S. Nares ... and the late Captain Frank Tourle Thomson, R.N.	Marine animals	192	ENG	136	2014
29957	6513	1883	Report on the scientific results of the voyage of H.M.S. Challenger during the years 1873-76 under the command of Captain George S. Nares ... and the late Captain Frank Tourle Thomson, R.N.	Marine animals	339	ENG	656	2008
15734	1073	1909	Report to the government of Baroda on the marine zoology of Okhamandal in Kattiawar	Marine animals	354	ENG	216	2008
80997	11627	1904	Marine investigations in South Africa	Marine biology	753	ENG	396	2009
82392	33985	1872	Transactions - American Fisheries Society.  		6	ENG	92	2009
55240	16345	1928	The Collecting net.	Marine biology	149	ENG	128	2009
201195	115830	1907	Voyage scientifique dans l'Archipel Malais.	Marine biology	1865	FRE	552	2016
260794	155426	1881	Sea mosses : a collector's guide, and an introduction to the study of marine algae		265	ENG	372	2018
107212	50636	1906	Das Meer; geographische, naturgeschichtliche und volkswirtschaftliche Darstellung des Meeres und seiner Bedeutung in der Gegenwart.	Marine biology	159	GER	432	2011
23497	4556	1950	A directory to marine laboratories of the United States and Canada		23	ENG	154	2008
29851	6803	1932	Nonsuch: land of water	Marine animals	144	ENG	332	2008
65912	24561	1899	Carleton's pathfinder and gazetteer of the hunting and fishing resorts of the state of Maine, together with a digest of the laws pertaining to inland fisheries and game.  		16	ENG	194	2009
194567	1597	1865	Reise der österreichischen Fregatte Novara um die Erde in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair.	Marine meteorology	901	GER	714	2016
72613	29342	1896	California game "marked down" :scenic mountain woodland coverts, and tide-marsh resorts for game, lakes and streams for trout, and the generous Pacific for all desirable marine contributions to sporting life. 		58	ENG	80	2009
